name|female|birthdate|birthplace|link
Tom Hanks|False|1956-07-09|['Concord, California', ', U.S.']|https://en.wikipedia.org/wiki/Tom_Hanks
Jai Courtney|False|1986-03-15|['Sydney', ', ', 'New South Wales', ', Australia']|https://en.wikipedia.org/wiki/Jai_Courtney
Leonardo DiCaprio|False|1974-11-11|['Los Angeles, California', ', U.S.']|https://en.wikipedia.org/wiki/Leonardo_DiCaprio
Jennifer Jason Leigh|True|1962-02-05|['Los Angeles', ', ', 'California', ', U.S.']|https://en.wikipedia.org/wiki/Jennifer_Jason_Leigh
Abbey Lee|True|1987-06-12|['Melbourne', ', ', 'Victoria', ', ', 'Australia']|https://en.wikipedia.org/wiki/Abbey_Lee
Sean Bridgers|False|1968-03-15|['Chapel Hill, North Carolina', ', U.S.']|https://en.wikipedia.org/wiki/Sean_Bridgers
Cara Delevingne|True|1992-08-12|['Hammersmith', ', London, England']|https://en.wikipedia.org/wiki/Cara_Delevingne
Amber Heard|True|1986-04-22|['Austin, Texas', ', U.S.']|https://en.wikipedia.org/wiki/Amber_Heard
Zoë Kravitz|True|1988-12-01|['Los Angeles, California', ', U.S.']|https://en.wikipedia.org/wiki/Zo%C3%AB_Kravitz
Amy Winehouse|True|1983-09-14|['Southgate, London', ', England']|https://en.wikipedia.org/wiki/Amy_Winehouse
Joan Allen|True|1956-08-20|['Rochelle, Illinois', ', U.S.']|https://en.wikipedia.org/wiki/Joan_Allen
Sebastian Koch|False|1962-05-31|['Karlsruhe', ', ', 'Baden-Württemberg', ', ', 'West Germany']|https://en.wikipedia.org/wiki/Sebastian_Koch
Kurt Russell|False|1951-03-17|['Springfield, Massachusetts', ', U.S.']|https://en.wikipedia.org/wiki/Kurt_Russell
Scott Eastwood|False|1986-03-21|['Monterey, California', ', U.S.']|https://en.wikipedia.org/wiki/Scott_Eastwood
Riley Keough|True|1989-05-29|['Santa Monica, California', ', U.S.']|https://en.wikipedia.org/wiki/Riley_Keough
Samuel L. Jackson|False|1948-12-21|['Washington, D.C.', ', U.S.']|https://en.wikipedia.org/wiki/Samuel_L._Jackson
Sonoya Mizuno|True|1986-07-01|['Tokyo', ', Japan']|https://en.wikipedia.org/wiki/Sonoya_Mizuno
Demián Bichir|False|1963-08-01|['Torreón', ', ', 'Coahuila', ', ', 'Mexico']|https://en.wikipedia.org/wiki/Demi%C3%A1n_Bichir
William H. Macy|False|1950-03-13|['Miami', ', ', 'Florida', ', U.S.', '[1]', '[2]']|https://en.wikipedia.org/wiki/William_H._Macy
Michael Madsen|False|1957-09-25|['Chicago', ', ', 'Illinois', ', U.S.']|https://en.wikipedia.org/wiki/Michael_Madsen
Phyllis Smith|True|1951-07-10|['St. Louis', ', Missouri, U.S.']|https://en.wikipedia.org/wiki/Phyllis_Smith
James Parks (actor)|False|1968-11-16|['Ojai, California', ', U.S.']|https://en.wikipedia.org/wiki/James_Parks_(actor)
Bill Hader|False|1978-06-07|['Tulsa, Oklahoma', ', U.S.']|https://en.wikipedia.org/wiki/Bill_Hader
Chloe Pirrie|True|1987-08-25|['Edinburgh', ', ', 'Scotland']|https://en.wikipedia.org/wiki/Chloe_Pirrie
Matthew Needham|False|1984-04-13|['Kingston upon Thames', ', Greater London, England']|https://en.wikipedia.org/wiki/Matthew_Needham
Richard Kind|False|1956-11-22|['Trenton, New Jersey', ', U.S.']|https://en.wikipedia.org/wiki/Richard_Kind
Bruce Dern|False|1936-06-04|['Chicago', ', ', 'Illinois', ', U.S.']|https://en.wikipedia.org/wiki/Bruce_Dern
Amy Poehler|True|1971-09-16|['Newton, Massachusetts', ', U.S.']|https://en.wikipedia.org/wiki/Amy_Poehler
Mindy Kaling|True|1979-06-24|['Cambridge, Massachusetts', ', U.S.']|https://en.wikipedia.org/wiki/Mindy_Kaling
Channing Tatum|False|1980-04-26|['Cullman, Alabama', ', U.S.']|https://en.wikipedia.org/wiki/Channing_Tatum
Lewis Black|False|1948-08-30|[]|https://en.wikipedia.org/wiki/Lewis_Black
Corey Johnson (actor)|False|1961-05-17|['New Orleans', ', ', 'Louisiana', ', U.S.']|https://en.wikipedia.org/wiki/Corey_Johnson_(actor)
Diane Lane|True|1965-01-22|['New York City', ', U.S.']|https://en.wikipedia.org/wiki/Diane_Lane
Levente Molnár|False|1976-03-10|[]|https://en.wikipedia.org/wiki/Levente_Moln%C3%A1r
Kyle MacLachlan|False|1959-02-22|['Yakima, Washington', ', U.S.']|https://en.wikipedia.org/wiki/Kyle_MacLachlan
Géza Röhrig|False||['Budapest', ', ', 'Hungary']|https://en.wikipedia.org/wiki/G%C3%A9za_R%C3%B6hrig
Urs Rechn|False|1978-01-18|['Halle an der Saale', ', Germany']|https://en.wikipedia.org/wiki/Urs_Rechn
F. Murray Abraham|False|1939-10-24|['Pittsburgh', ', ', 'Pennsylvania', ', U.S.']|https://en.wikipedia.org/wiki/F._Murray_Abraham
Gana Bayarsaikhan|True||['Ulaanbaatar', ', Mongolia']|https://en.wikipedia.org/wiki/Gana_Bayarsaikhan
Monica Bellucci|True|1964-09-30|['Città di Castello', ', ', 'Umbria', ', Italy']|https://en.wikipedia.org/wiki/Monica_Bellucci
Mathieu Amalric|False|1965-10-25|['Neuilly-sur-Seine', ', ', 'Hauts-de-Seine', ', France']|https://en.wikipedia.org/wiki/Mathieu_Amalric
Adrien Brody|False|1973-04-14|['Queens', ', New York, U.S.']|https://en.wikipedia.org/wiki/Adrien_Brody
Tim Roth|False|1961-05-14|['Dulwich', ', London, England']|https://en.wikipedia.org/wiki/Tim_Roth
Sienna Miller|True|1981-12-28|['New York City', ', ', 'New York', ', U.S.']|https://en.wikipedia.org/wiki/Sienna_Miller
Jeff Goldblum|False|1952-10-22|['West Homestead, Pennsylvania', ', U.S.']|https://en.wikipedia.org/wiki/Jeff_Goldblum
Charlie Cox|False|1982-12-15|['London, England']|https://en.wikipedia.org/wiki/Charlie_Cox
Willem Dafoe|False|1955-07-22|['Appleton, Wisconsin', ', U.S.']|https://en.wikipedia.org/wiki/Willem_Dafoe
Anne Hathaway|True|1982-11-12|['Brooklyn', ', New York City, U.S.']|https://en.wikipedia.org/wiki/Anne_Hathaway
Matthew McConaughey|False|1969-11-04|['Uvalde, Texas', ', U.S.']|https://en.wikipedia.org/wiki/Matthew_McConaughey
Felicity Jones|True|1983-10-17|['Birmingham', ', England']|https://en.wikipedia.org/wiki/Felicity_Jones
Jamie Chung|True|1983-04-10|['San Francisco', ', ', 'California', ', U.S.']|https://en.wikipedia.org/wiki/Jamie_Chung
Katie Lowes|True|1982-09-22|['Queens', ', ', 'New York', ', U.S.']|https://en.wikipedia.org/wiki/Katie_Lowes
Matthew Beard (English actor)|False||['London', ', England']|https://en.wikipedia.org/wiki/Matthew_Beard_(English_actor)
T.J. Miller|False|1981-06-04|['Denver', ', ', 'Colorado', ', U.S.']|https://en.wikipedia.org/wiki/T.J._Miller
Cuba Gooding Jr.|False|1968-01-02|['New York', ', ', 'New York', ', ', 'U.S.']|https://en.wikipedia.org/wiki/Cuba_Gooding_Jr.
Kristen Stewart|True|1990-04-09|['Los Angeles, California', ', U.S.']|https://en.wikipedia.org/wiki/Kristen_Stewart
Alec Baldwin|False|1958-04-03|['Amityville, New York', ', U.S.']|https://en.wikipedia.org/wiki/Alec_Baldwin
Allen Leech|False|1981-05-18|['Killiney', ', ', 'County Dublin', ', Ireland']|https://en.wikipedia.org/wiki/Allen_Leech
Alessandro Nivola|False|1972-06-28|['Boston', ', ', 'Massachusetts', ', U.S.']|https://en.wikipedia.org/wiki/Alessandro_Nivola
Ewen MacAskill|False||[]|https://en.wikipedia.org/wiki/Ewen_MacAskill
Jason Schwartzman|False|1980-06-26|['Los Angeles, California', ', U.S.']|https://en.wikipedia.org/wiki/Jason_Schwartzman
Julianne Moore|True|1960-12-03|['Fort Bragg', ', ', 'North Carolina', ', U.S.']|https://en.wikipedia.org/wiki/Julianne_Moore
Zach Galifianakis|False|1969-10-01|['Wilkesboro, North Carolina', ', U.S.']|https://en.wikipedia.org/wiki/Zach_Galifianakis
Daniel Henney|False|1979-11-28|['Carson City, Michigan', ', U.S.']|https://en.wikipedia.org/wiki/Daniel_Henney
Genesis Rodriguez|True|1987-07-29|['Miami', ', Florida, U.S.']|https://en.wikipedia.org/wiki/Genesis_Rodriguez
Hunter Parrish|False|1987-05-13|['Richmond, Virginia', ', U.S.']|https://en.wikipedia.org/wiki/Hunter_Parrish
Damon Wayans Jr.|False|1982-11-18|['Huntington, Vermont', ', U.S.']|https://en.wikipedia.org/wiki/Damon_Wayans_Jr.
Kate Bosworth|True|1983-01-02|['Los Angeles', ', ', 'California', ', U.S.']|https://en.wikipedia.org/wiki/Kate_Bosworth
James Cromwell|False|1940-01-27|['Los Angeles', ', ', 'California', ', U.S.']|https://en.wikipedia.org/wiki/James_Cromwell
Maya Rudolph|True|1972-07-27|['Gainesville, Florida', ', U.S.']|https://en.wikipedia.org/wiki/Maya_Rudolph
Tony Revolori|False|1996-04-28|['Anaheim, California', ', U.S.']|https://en.wikipedia.org/wiki/Tony_Revolori
Owen Wilson|False|1968-11-18|['Dallas', ', ', 'Texas', ', U.S.']|https://en.wikipedia.org/wiki/Owen_Wilson
Naomi Watts|True|1968-09-28|['Shoreham, Kent', ', England']|https://en.wikipedia.org/wiki/Naomi_Watts
Alan Tudyk|False||['El Paso, Texas', ', U.S.']|https://en.wikipedia.org/wiki/Alan_Tudyk
Rooney Mara|True|1985-04-17|['Bedford, New York', ', U.S.']|https://en.wikipedia.org/wiki/Rooney_Mara
Tilda Swinton|True|1960-11-05|['London, England']|https://en.wikipedia.org/wiki/Tilda_Swinton
Andrea Riseborough|True|1981-11-20|['Wallsend', ', ', 'Tyne and Wear', ', England']|https://en.wikipedia.org/wiki/Andrea_Riseborough
Tobey Maguire|False|1975-06-27|['Santa Monica, California', ', U.S.']|https://en.wikipedia.org/wiki/Tobey_Maguire
Giovanni Ribisi|False|1974-12-17|['Los Angeles', ', ', 'California', ', U.S.']|https://en.wikipedia.org/wiki/Giovanni_Ribisi
Olivia Wilde|True|1984-03-10|['New York City, U.S.']|https://en.wikipedia.org/wiki/Olivia_Wilde
Jacob Appelbaum|False|1983-04-01|[]|https://en.wikipedia.org/wiki/Jacob_Appelbaum
Ryan Potter|False|1995-09-12|['Portland', ', ', 'Oregon', ', U.S.']|https://en.wikipedia.org/wiki/Ryan_Potter
Joel Edgerton|False|1974-06-23|['Blacktown', ', ', 'New South Wales', ', Australia']|https://en.wikipedia.org/wiki/Joel_Edgerton
Scott Adsit|False|1965-11-26|['Northbrook, Illinois', ', U.S.']|https://en.wikipedia.org/wiki/Scott_Adsit
Alice Herz-Sommer|True|1903-11-26|[]|https://en.wikipedia.org/wiki/Alice_Herz-Sommer
Isla Fisher|True|1976-02-03|['Muscat', ', ', 'Oman']|https://en.wikipedia.org/wiki/Isla_Fisher
Casper Crump|False|1977-07-11|['Copenhagen', ', Denmark']|https://en.wikipedia.org/wiki/Casper_Crump
Peter Sarsgaard|False|1971-03-07|['St. Clair County, Illinois', ', U.S.']|https://en.wikipedia.org/wiki/Peter_Sarsgaard
Carlo Verdone|False|1950-11-17|['Rome', ', Italy']|https://en.wikipedia.org/wiki/Carlo_Verdone
Cate Blanchett|True|1969-05-14|['Melbourne', ', Victoria, Australia']|https://en.wikipedia.org/wiki/Cate_Blanchett
Toni Servillo|False||['Afragola', ', ', 'Campania', ', Italy']|https://en.wikipedia.org/wiki/Toni_Servillo
Jack Thompson (actor)|False|1940-08-31|['Manly, New South Wales', ', Australia']|https://en.wikipedia.org/wiki/Jack_Thompson_(actor)
Sabrina Ferilli|True|1964-06-28|['Rome', ', Italy']|https://en.wikipedia.org/wiki/Sabrina_Ferilli
Merry Clayton|True|1948-12-25|[]|https://en.wikipedia.org/wiki/Merry_Clayton
Judith Hill|True|1984-05-06|[]|https://en.wikipedia.org/wiki/Judith_Hill
Lisa Fischer|True|1958-12-01|[]|https://en.wikipedia.org/wiki/Lisa_Fischer
Louis C.K.|False|1967-09-12|[]|https://en.wikipedia.org/wiki/Louis_C.K.
Alan Arkin|False|1934-03-26|['New York City', ', U.S.']|https://en.wikipedia.org/wiki/Alan_Arkin
Amitabh Bachchan|False|1942-10-11|['Allahabad', ', ', 'United Provinces', ', ', 'British India', ' (present-day ', 'Prayagraj', ', ', 'Uttar Pradesh', ', ', 'India', ')']|https://en.wikipedia.org/wiki/Amitabh_Bachchan
Jacki Weaver|True|1947-05-25|['Sydney', ', ', 'New South Wales', ', Australia']|https://en.wikipedia.org/wiki/Jacki_Weaver
Kerry Washington|True|1977-01-31|['New York City', ', U.S.']|https://en.wikipedia.org/wiki/Kerry_Washington
Hal Holbrook|False|1925-02-17|['Cleveland', ', ', 'Ohio']|https://en.wikipedia.org/wiki/Hal_Holbrook
Tommy Lee Jones|False|1946-09-15|['San Saba, Texas', ', U.S.']|https://en.wikipedia.org/wiki/Tommy_Lee_Jones
Sacha Baron Cohen|False|1971-10-13|['London', ', England']|https://en.wikipedia.org/wiki/Sacha_Baron_Cohen
Helena Bonham Carter|True|1966-05-26|['London', ', England']|https://en.wikipedia.org/wiki/Helena_Bonham_Carter
James Spader|False|1960-02-07|['Boston', ', ', 'Massachusetts', ', U.S.']|https://en.wikipedia.org/wiki/James_Spader
Santino Fontana|False|1982-03-21|['Stockton, California', ', U.S.', '[1]']|https://en.wikipedia.org/wiki/Santino_Fontana
Gérard Depardieu|False|1948-12-27|['Châteauroux', ', France']|https://en.wikipedia.org/wiki/G%C3%A9rard_Depardieu
Joseph Gordon-Levitt|False|1981-02-17|['Los Angeles, California', ', U.S.']|https://en.wikipedia.org/wiki/Joseph_Gordon-Levitt
Jennifer Lawrence|True|1990-08-15|['Indian Hills, Kentucky', ', U.S.']|https://en.wikipedia.org/wiki/Jennifer_Lawrence
Bradley Cooper|False|1975-01-05|['Abington Township, Pennsylvania', ', U.S.', '[1]']|https://en.wikipedia.org/wiki/Bradley_Cooper
Samantha Barks|True|1990-10-02|['Laxey', ', ', 'Isle of Man']|https://en.wikipedia.org/wiki/Samantha_Barks
Dennis Christopher|False|1955-12-02|['Philadelphia', ', ', 'Pennsylvania', ', U.S.']|https://en.wikipedia.org/wiki/Dennis_Christopher
Chris Tucker|False|1971-08-31|['Atlanta', ', Georgia, U.S.']|https://en.wikipedia.org/wiki/Chris_Tucker
Aaron Taylor-Johnson|False|1990-06-13|['High Wycombe', ', ', 'Buckinghamshire', ', England']|https://en.wikipedia.org/wiki/Aaron_Taylor-Johnson
Isabelle Allen|True|2002-03-16|['Salisbury', ', ', 'Wiltshire', ', England']|https://en.wikipedia.org/wiki/Isabelle_Allen
Albert Finney|False|1936-05-09|['Salford', ', ', 'Lancashire', ', England']|https://en.wikipedia.org/wiki/Albert_Finney
Penelope Ann Miller|True|1964-01-13|['Los Angeles', ', ', 'California', ', U.S.']|https://en.wikipedia.org/wiki/Penelope_Ann_Miller
Ruth Wilson|True|1982-01-13|['Ashford', ', England']|https://en.wikipedia.org/wiki/Ruth_Wilson
Bérénice Bejo|True|1976-07-07|['Buenos Aires', ', ', 'Argentina']|https://en.wikipedia.org/wiki/B%C3%A9r%C3%A9nice_Bejo
Jean Dujardin|False|1972-06-19|['Paris', ', ', 'France']|https://en.wikipedia.org/wiki/Jean_Dujardin
Kim Allen (actress)|True|1982-02-22|['Springfield, Massachusetts']|https://en.wikipedia.org/wiki/Kim_Allen_(actress)
James Gandolfini|False|1961-09-18|['Westwood, New Jersey', ', U.S.']|https://en.wikipedia.org/wiki/James_Gandolfini
Don Johnson|False|1949-12-15|['Flat Creek, Missouri', ', U.S.']|https://en.wikipedia.org/wiki/Don_Johnson
Édgar Ramírez|False|1977-03-25|['San Cristóbal, Táchira', ', Venezuela', '[1]']|https://en.wikipedia.org/wiki/%C3%89dgar_Ram%C3%ADrez
Colm Wilkinson|False|1944-06-05|[]|https://en.wikipedia.org/wiki/Colm_Wilkinson
Fátima Ptacek|True|2000-08-20|['New York City', ', ', 'New York', ', U.S.']|https://en.wikipedia.org/wiki/F%C3%A1tima_Ptacek
Daniel Huttlestone|False|1999-09-17|['Havering', ', ', 'Greater London', ', England']|https://en.wikipedia.org/wiki/Daniel_Huttlestone
Missi Pyle|True||['Houston', ', ', 'Texas', ', U.S.']|https://en.wikipedia.org/wiki/Missi_Pyle
Jim Broadbent|False|1949-05-24|['Holton cum Beckering', ', ', 'Lincolnshire', ', England']|https://en.wikipedia.org/wiki/Jim_Broadbent
Sixto Rodriguez|False|1942-07-10|[]|https://en.wikipedia.org/wiki/Sixto_Rodriguez
Michael Parks|False|1940-04-24|['Corona, California', ', U.S.']|https://en.wikipedia.org/wiki/Michael_Parks
Beth Grant|True|1949-09-18|['Gadsden, Alabama', ', U.S.']|https://en.wikipedia.org/wiki/Beth_Grant
Roger Allam|False|1953-10-26|['Bow, London', ', England']|https://en.wikipedia.org/wiki/Roger_Allam
Shailene Woodley|True|1991-11-15|['San Bernardino', ', ', 'California', ', ', 'U.S.']|https://en.wikipedia.org/wiki/Shailene_Woodley
Beau Bridges|False|1941-12-09|['Los Angeles', ', ', 'California', ', U.S.']|https://en.wikipedia.org/wiki/Beau_Bridges
Ed Lauter|False|1938-10-30|['Long Beach, New York', ', U.S.']|https://en.wikipedia.org/wiki/Ed_Lauter
Joel Murray|False|1963-04-17|['Wilmette, Illinois', ', U.S.']|https://en.wikipedia.org/wiki/Joel_Murray
Ken Davitian|False|1953-06-19|['Los Angeles, California', ', U.S.']|https://en.wikipedia.org/wiki/Ken_Davitian
Nick Dunning|False||['London', ', England']|https://en.wikipedia.org/wiki/Nick_Dunning
Susan Brown (English actress)|True|1946-05-06|['Bristol', ', England']|https://en.wikipedia.org/wiki/Susan_Brown_(English_actress)
Payman Maadi|False|1970-06-30|['New York City', ', United States']|https://en.wikipedia.org/wiki/Peyman_Moaadi
Nicholas Farrell|False||['Brentwood', ', ', 'Essex', ', England']|https://en.wikipedia.org/wiki/Nicholas_Farrell
Judy Greer|True|1975-07-20|['Detroit', ', ', 'Michigan', ', U.S.']|https://en.wikipedia.org/wiki/Judy_Greer
Babak Karimi|False|1960-03-22|['Prague, Czech Republic']|https://en.wikipedia.org/wiki/Babak_Karimi
Iain Glen|False|1961-06-24|['Edinburgh', ', Scotland']|https://en.wikipedia.org/wiki/Iain_Glen
Carla Bruni|True|1967-12-23|[]|https://en.wikipedia.org/wiki/Carla_Bruni
Conleth Hill|False|1964-11-24|['Ballycastle', ', ', 'County Antrim', ', Northern Ireland']|https://en.wikipedia.org/wiki/Conleth_Hill
Kimiya Hosseini|True|2003-07-29|['Tehran, Iran']|https://en.wikipedia.org/wiki/Kimiya_Hosseini
Kathy Bates|True|1948-06-28|['Memphis, Tennessee', ', U.S.']|https://en.wikipedia.org/wiki/Kathy_Bates
Richard E. Grant|False|1957-05-05|['Mbabane', ', Swaziland']|https://en.wikipedia.org/wiki/Richard_E._Grant
Sareh Bayat|True|1979-10-06|['Mashhad']|https://en.wikipedia.org/wiki/Sareh_Bayat
Anthony Head|False|1954-02-20|['Camden Town', ', London, England', '[1]']|https://en.wikipedia.org/wiki/Anthony_Head
Sarina Farhadi|True|1998-04-27|['Isfahan', ', ', 'Iran']|https://en.wikipedia.org/wiki/Sarina_Farhadi
Maggie Cronin|True||[]|https://en.wikipedia.org/wiki/Maggie_Cronin
Harry Lloyd|False|1983-11-17|['London', ', England']|https://en.wikipedia.org/wiki/Harry_Lloyd
Marion Cotillard|True|1975-09-30|['Paris', ', France']|https://en.wikipedia.org/wiki/Marion_Cotillard
Merila Zarei|True|1974-04-14|['Tehran', ', ', 'Iran']|https://en.wikipedia.org/wiki/Merila_Zarei
Michael Maloney|False|1957-06-19|['Bury St. Edmunds', ', ', 'Suffolk', ', ', 'England', ', ', 'UK']|https://en.wikipedia.org/wiki/Michael_Maloney
Rashida Jones|True|1976-02-25|['Los Angeles, California', ', U.S.']|https://en.wikipedia.org/wiki/Rashida_Jones
Ewan McGregor|False|1971-03-31|['Perth', ', ', 'Perth and Kinross', ', ', 'Scotland']|https://en.wikipedia.org/wiki/Ewan_McGregor
Michael Pennington|False|1943-06-07|['Cambridge', ', England, U.K.']|https://en.wikipedia.org/wiki/Michael_Pennington
Michael Sheen|False|1969-02-05|['Newport', ', ', 'Monmouthshire', ', Wales']|https://en.wikipedia.org/wiki/Michael_Sheen
Alexandra Roach|True|1987-08-20|['Ammanford', ', ', 'Carmarthenshire', ', Wales']|https://en.wikipedia.org/wiki/Alexandra_Roach
Joely Richardson|True|1965-01-09|['Marylebone', ', ', 'London', ', England']|https://en.wikipedia.org/wiki/Joely_Richardson
Eric Jacobson|False||['Fort Worth', ', ', 'Texas', ', U.S.']|https://en.wikipedia.org/wiki/Eric_Jacobson
Amanda Root|True||['Chelmsford', ', ', 'Essex', ', England']|https://en.wikipedia.org/wiki/Amanda_Root
Dave Goelz|False|1946-07-16|['Los Angeles', ', ', 'California', ', U.S.']|https://en.wikipedia.org/wiki/Dave_Goelz
Alfred Molina|False|1953-05-24|['Paddington', ', ', 'London', ', England']|https://en.wikipedia.org/wiki/Alfred_Molina
Pip Torrens|False|1960-06-02|['Bromley', ', ', 'Kent', ', England']|https://en.wikipedia.org/wiki/Pip_Torrens
Julian Wadham|False|1958-08-07|['Ware', ', ', 'Hertfordshire', ', England']|https://en.wikipedia.org/wiki/Julian_Wadham
Geoffrey Rush|False|1951-07-06|['Toowoomba', ', ', 'Queensland', ', Australia']|https://en.wikipedia.org/wiki/Geoffrey_Rush
Harry Dean Stanton|False|1926-07-14|['West Irvine, Kentucky', ', U.S.']|https://en.wikipedia.org/wiki/Harry_Dean_Stanton
David Rudman|False|1963-06-01|['Chicago', ', ', 'Illinois', ', U.S.']|https://en.wikipedia.org/wiki/David_Rudman
Tim Allen|False|1953-06-13|['Denver, Colorado', ', U.S.']|https://en.wikipedia.org/wiki/Tim_Allen
Max Minghella|False|1985-09-16|['Hampstead', ', ', 'London', ', England']|https://en.wikipedia.org/wiki/Max_Minghella
Trine Dyrholm|True|1972-04-15|['Odense', ', Denmark']|https://en.wikipedia.org/wiki/Trine_Dyrholm
Mikael Persbrandt|False|1963-09-25|['Järfälla', ', ', 'Stockholm', ', Sweden']|https://en.wikipedia.org/wiki/Mikael_Persbrandt
Vincent Cassel|False|1966-11-23|['Paris', ', France']|https://en.wikipedia.org/wiki/Vincent_Cassel
Mila Kunis|True|1983-08-14|['Chernivtsi', ', ', 'Ukrainian SSR', ', ', 'Soviet Union', '(now ', 'Ukraine', ')']|https://en.wikipedia.org/wiki/Mila_Kunis
Natalie Portman|True|1981-06-09|['Jerusalem']|https://en.wikipedia.org/wiki/Natalie_Portman
Angus Wright (actor)|False|1964-11-11|['Washington, D.C.', ', U.S.']|https://en.wikipedia.org/wiki/Angus_Wright_(actor)
Derek Jacobi|False|1938-10-22|['Leytonstone', ', ', 'Essex', ', England']|https://en.wikipedia.org/wiki/Derek_Jacobi
